CUSIP, Mid, Spread
9128285M8,99-106,0-004
912810SE9,100-295,0-002
9128285Q9,100-252,0-003
9128285R7,100-275,0-003
9128285P1,100-002,0-002
9128285N6,99-107,0-002
9128285M8,99-133,0-003
912810SE9,99-207,0-004
9128285Q9,100-100,0-003
9128285R7,99-171,0-004
9128285P1,99-142,0-003
9128285N6,99-016,0-004
9128285M8,100-011,0-004
912810SE9,100-205,0-003
9128285Q9,99-00+,0-003
9128285R7,99-172,0-003
9128285P1,100-116,0-004
9128285N6,99-112,0-002
9128285M8,100-290,0-002
912810SE9,100-160,0-003
9128285Q9,99-306,0-004
9128285R7,99-161,0-002
9128285P1,99-235,0-004
9128285N6,99-296,0-002
9128285M8,99-10+,0-004
912810SE9,99-116,0-003
9128285Q9,100-202,0-003
9128285R7,99-300,0-003
9128285P1,100-101,0-002
9128285N6,99-101,0-002
9128285M8,100-225,0-003
912810SE9,99-112,0-002
9128285Q9,100-275,0-004
9128285R7,100-24+,0-004
9128285P1,100-046,0-003
9128285N6,99-132,0-002
9128285M8,99-277,0-003
912810SE9,100-145,0-004
9128285Q9,99-155,0-002
9128285R7,100-056,0-002
9128285P1,99-172,0-003
9128285N6,100-093,0-002
9128285M8,100-286,0-002
912810SE9,100-230,0-004
9128285Q9,99-257,0-004
9128285R7,99-096,0-003
9128285P1,99-07+,0-004
9128285N6,99-060,0-004
9128285M8,100-205,0-003
912810SE9,99-291,0-004
9128285Q9,100-290,0-003
9128285R7,99-201,0-003
9128285P1,99-172,0-002
9128285N6,99-096,0-003
9128285M8,99-091,0-004
912810SE9,100-00+,0-004
9128285Q9,99-307,0-002
9128285R7,100-075,0-002
9128285P1,100-085,0-002
9128285N6,99-282,0-004
9128285M8,100-113,0-004
912810SE9,100-28+,0-003
9128285Q9,99-243,0-004
9128285R7,99-03+,0-004
9128285P1,100-033,0-004
9128285N6,99-196,0-004
9128285M8,100-221,0-002
912810SE9,99-042,0-002
9128285Q9,100-181,0-002
9128285R7,99-071,0-004
9128285P1,99-075,0-004
9128285N6,100-155,0-002
9128285M8,99-023,0-004
912810SE9,99-130,0-002
9128285Q9,99-241,0-003
9128285R7,100-265,0-004
9128285P1,99-237,0-003
9128285N6,100-253,0-002
9128285M8,100-191,0-003
912810SE9,100-205,0-002
9128285Q9,99-121,0-004
9128285R7,99-257,0-004
9128285P1,100-017,0-004
9128285N6,99-01+,0-004
9128285M8,99-032,0-002
912810SE9,100-142,0-004
9128285Q9,99-283,0-003
9128285R7,99-16+,0-002
9128285P1,100-183,0-002
9128285N6,100-311,0-002
9128285M8,100-110,0-004
912810SE9,100-151,0-003
9128285Q9,99-021,0-004
9128285R7,100-132,0-004
9128285P1,99-011,0-004
9128285N6,99-301,0-002
9128285M8,100-277,0-004
912810SE9,99-261,0-003
9128285Q9,99-157,0-004
9128285R7,99-142,0-004
9128285P1,100-130,0-004
9128285N6,99-265,0-002
9128285M8,100-055,0-002
912810SE9,99-026,0-004
9128285Q9,99-257,0-003
9128285R7,99-260,0-003
9128285P1,100-282,0-002
9128285N6,100-176,0-004
9128285M8,100-130,0-003
912810SE9,100-04+,0-003
9128285Q9,99-043,0-003
9128285R7,100-117,0-002
9128285P1,99-111,0-003
9128285N6,100-055,0-003
9128285M8,99-040,0-003
912810SE9,100-092,0-003
9128285Q9,100-203,0-002
9128285R7,99-072,0-004
9128285P1,100-18+,0-003
9128285N6,99-236,0-004
9128285M8,99-245,0-004
912810SE9,100-006,0-003
9128285Q9,100-057,0-002
9128285R7,100-061,0-004
9128285P1,99-302,0-003
9128285N6,99-036,0-002
9128285M8,100-303,0-004
912810SE9,100-016,0-004
9128285Q9,99-086,0-004
9128285R7,100-296,0-004
9128285P1,99-147,0-004
9128285N6,99-02+,0-002
9128285M8,99-275,0-002
912810SE9,99-043,0-002
